"Population Estimates, Persons under 5","Population Estimates, Persons 65 and Older",Persons with a Disability under 65 Years,Persons under 65 without Health Insurance,"Chattanooga City Population Estimate (July 1, 2025)"
12231,33587,19802,27763,194144
